Priority,UPC,Item Name,Brand,Vendors,Vendor List,Min Price,Avg Price
490,22548296462,"M KORS Sexy Amber Wom EDP TST (100ml)",N/A,4,"Network; Classic; Haz; Luxury",20,26.20
491,8032529115653,"Salvatore Ferragamo F Ferragamo Pour Homme EDT for Men | 3.4 oz / 100 ml",Salvatore Ferragamo,4,"United; Classic; Perfume Center; Luxury",20,23.75
492,3386460036757,"BOUCHERON Boucheron EDT for Women | 3.3 oz / 100 ml",BOUCHERON,4,"Network; CBS; Perfume Center; Perfume Price",20.5,21.70
493,88300106752,"Calvin Klein Obsession EDT for Men | 6.7 oz / 200 ml",N/A,4,"Network; United; Classic; Perfume Center",20.5,22.67
494,7640496670160,"Tommy Hilfiger Tommy EDT for Men | 3.4 oz / 100 ml",Tommy Hilfiger,4,"United; CBS; Classic; Perfume Price",20.5,21.10
495,6290360595771,"LATTAFA TERIAQ INTENSE UNISEX 3.4 OZ EDP SP",N/A,4,"United; French; Perfume Center; Perfume Price",20.5,24.50
496,3614226905758,"Burberry EDT for Men | 3.3 oz / 100 ml",Burberry,4,"Acme; CBS; Perfume Center; Perfume Price",20.6,21.47
497,3614226905062,"Burberry Brit EDP for Women | 1.7 oz / 50 ml",Burberry,4,"BS; Classic; Haz; Perfume Price",21,22.75
498,3760060761880,"NITRO RED 3.4 EDP M  (126852)",LANCOME,4,"United; French; Perfume Center; Perfume Price",21.5,22.13
499,614514331057,"RASASI HAWAS ELIXIR UNISEX 3.4 OZ  EDP SP",N/A,4,"United; French; Perfume Center; Perfume Price",21.5,22.25
500,6290360599090,"LATTAFA SEHR 3.4 EAU DE PARFUM SPRAY FOR MEN",LATTAFA,4,"United; Classic; French; Perfume Center",21.5,26.20
501,3386460078597,"Rochas Tocade EDT for Women | 3.4 oz / 100 ml",Rochas,4,"Classic; French; Perfume Center; Perfume Price",21.5,22.60
502,812256028482,"ARIANA GRANDE GOD IS A WOMAN 1.7 OZ EDP",N/A,4,"Classic; ET; Perfume Center; Perfume Price",21.5,23.40
503,3614228174275,"Cool Water Intense M 4.2oz EDP",N/A,4,"Cosmo; Haz; Classic; Luxury",21.75,25.81
504,3386460149280,"LACOSTE BOOSTER ( M ) EDT SP 4.2 OZ",N/A,4,"Acme; Cosmo; CBS; Perfume Price",22,22.95
505,3616301838227,"BB MR BURBERRY EDP 50ML",N/A,4,"Acme; Cosmo; ET; Perfume Center",22,22.34
506,3386460036351,"BOUCHERON Boucheron EDP for Women | 3.3 oz / 100 ml",BOUCHERON,4,"Cosmo; CBS; Classic; Perfume Center",22,23.44
507,3614227748446,"Burberry Weekend EDT for Men | 3.3 oz / 100 ml",Burberry,4,"Network; CBS; Perfume Price; Luxury",22,25.15
508,3616304940804,"Marc Jacobs HONEY EDP 3.4oz",N/A,4,"Classic; Haz; Perfume Center; Perfume Price",22,25.00
509,3386460081931,"MONT BLANC LADY EMBLEM ELIXIR 75 ML EDP SP",NARCISO RODRIGUEZ,4,"United; Classic; Perfume Center; Perfume Price",22.05,26.01
510,3607349764326,"Marc Jacobs Daisy Dream EDT for Women | 1 oz / 30 ml - SPR",Marc Jacobs,4,"Cosmo; Classic; Perfume Center; PWW",22.45,25.16
511,892456000037,"Parlux Fragrances Animale EDP for Women | 3.4 oz / 100 ml",Parlux Fragrances,4,"United; Classic; Perfume Center; Perfume Price",22.5,24.50
512,844061013322,"PERRY ELLIS "360 CORAL" 4pcSET EDP SPR 3.4 L + B/MIST + Hand Cream + Mini SPR (Clean)",N/A,4,"BS; Classic; Perfume Center; Perfume Price",22.5,24.20
513,737052191324,"Lacoste Touch Of Pink EDT for Women | 3 oz / 90 ml",Lacoste,4,"Network; CBS; French; Perfume Center",22.9,24.23
514,3423222010324,"ISSEY MIYAKE Drop Issey Wom EDP (90ml)",N/A,4,"Cosmo; United; BS; Classic",23,27.50
515,3386460129398,"Boucheron Quatre Iconic Eau de Parfum 100ml",N/A,4,"Nandansons; French; PWW; Perfume Price",23,25.73
516,3616304957529,"COOL WATER (M) EDT SP 4.2oz+2.5ozAS/B+2.5ozS/G",N/A,4,"PWW; United; BS; Classic",23,28.98
517,8011003845125,"Moschino Toy Boy 1.7 edp spr",N/A,4,"Cosmo; Network; Classic; Perfume Center",23.25,24.65
518,844061014428,"PERRY 18 by PERRY ELLIS 4 PC 3.4 EDP SPR, 3.0 S/G, 4.0 BODY MIST, B/L (W)",N/A,4,"Network; Classic; Perfume Center; PWW",23.5,26.25
519,6290362342373,"Khamrah Dukhan by LATTAFA 3.4oz EDP Spray for UNISEX",Lattafa,4,"United; Classic; French; Perfume Price",23.5,25.10
520,3386460113731,"COACH Blue Men EDT TST (100ml)",N/A,4,"CBS; Haz; Classic; Perfume Price",23.5,24.69
521,3614226905000,"Burberry Touch For Women Eau de Parfum 100ml",N/A,4,"Nandansons; Classic; Haz; Perfume Center",23.75,26.25
522,8052464891467,"ACQUA ESSENZIALE BLU - Salvatore Ferragamo - EAU DE TOILETTE SPRAY 3.4 oz / 100 ml",N/A,4,"CBS; Classic; Perfume Price; Luxury",23.75,27.15
523,8011003806140,"VERSACE Yellow Diamond Wom EDT TST (90ml)",N/A,4,"Cosmo; Nandansons; Classic; Perfume Center",23.9,26.98
524,3386460127066,"Jimmy Choo Urban Hero Gold Edition Eau De Parfum 100ml",DOLCE & GABBANA,4,"Cosmo; United; Classic; Perfume Price",24,26.80
525,3386460058728,"MONT BLANC EMBLEM - EAU DE TOILETTE SPRAY 3.3 oz  Mens",N/A,4,"United; CBS; PWW; Perfume Price",24,26.00
526,3386460149136,"LACOSTE L.12.12 BLANC EAU FRAICHE (M) EDT 100 ml FR",N/A,4,"Acme; United; Classic; Perfume Price",24.5,26.92
527,719346628365,"Juicy Couture Viva La Juicy Rose EDP for Women | 3.4 oz / 100 ml",Juicy Couture,4,"Network; Classic; Perfume Center; PWW",24.5,27.52
528,6291100131716,"Al Haramain Amber Oud Gold Edition Eau De Parfum 60ml",N/A,4,"United; Classic; PWW; Perfume Price",24.5,26.90
529,8011003819423,"Versace Bright Crystal Absolu Eau de Parfum 30ml",N/A,4,"Classic; Perfume Center; PWW; Perfume Price",24.5,27.48
530,8011003838011,"Moschino Fresh Couture Gold Eau de Parfum 100ml",N/A,4,"BS; Classic; PWW; Perfume Price",24.5,27.14
531,6290360592008,"LATTAFA PRICE ART OF NATURE I 3.4 U  (128550)",N/A,4,"United; Classic; French; Perfume Price",24.75,25.75
532,8431754342016,"Jesus del Pozo Halloween EDT for Women | 3.4 oz / 100 ml",Jesus del Pozo,4,"United; Haz; Perfume Center; Perfume Price",24.9,25.54
533,6291100130450,"AL HARAMAIN AVENTURE 6.8 EDP L -  (119295)",Victoria's Secret,4,"Nandansons; PWW; Perfume Center; Perfume Price",25,28.88
534,98691036491,"Juicy Couture EDP for Women | 3.4 oz / 100 ml",N/A,4,"PWW; Perfume Center; Classic; Perfume Price",25,28.73
535,8011003804559,"Gianni Versace Versace Yellow Diamond Eau De Toilette for Women | 1.7 oz / 50 ml - Spray",Gianni Versace,4,"Cosmo; Network; Classic; Perfume Center",25.5,28.70
536,3386460101042,"Montblanc Explorer Eau De Parfum 60ml",NARCISO RODRIGUEZ,4,"Cosmo; PWW; Classic; Perfume Price",25.5,29.99
537,6290171070207,"AFNAN SUPREMACY IN OUD LUXURY COLLECTION 3.4 EXTRAIT DE PARFUM SPRAY",N/A,4,"Nandansons; PWW; French; Perfume Price",25.75,29.15
538,8431754006031,"HALLOWEEN MAN X 4.2 EDT SPR (M)",N/A,4,"PWW; United; Haz; Perfume Price",26,29.40
539,6290171070214,"Afnan Supremacy Not Only Intense M 3.4 edp spr",Victoria's Secret,4,"PWW; United; Perfume Center; Perfume Price",26,29.00
540,3386460151979,"COACH DREAMS MOONLIGHT (W) EDP 60ML",COACH,4,"Acme; Cosmo; Classic; Perfume Price",26.2,29.40
541,608940586884,"PARIS HILTON CAN CAN(W)(H/B)(LI FREE4PC SET(3.4oz edp sp, 3.0oz Body Lotion, 3.0oz S/G, 10ml edp sp) ",N/A,4,"PWW; BS; Classic; Perfume Center",26.25,29.56
542,3614228228671,"Lacoste Eau De Lacoste L.12.12 Pour Elle French Panache Eau de Toilette 90ml",N/A,4,"United; BS; French; Perfume Price",26.25,31.19
543,3616303459895,"Lacoste L.12.12 Blanc Intens M 3.4 edt spr",N/A,4,"Aairie; PWW; BS; French",26.5,32.10
544,8011003995950,"Gianni Versace Versace Pour Homme EDT for Men | 1.7 oz / 50 ml",Versace,4,"Cosmo; Network; Perfume Center; Classic",26.5,27.70
545,6291106813029,"Al Haramain Amber Oud Ruby Eau De Parfum 60ml",N/A,4,"PWW; United; Perfume Center; Perfume Price",27.25,30.20
546,3386460149211,"LACOSTE L.12.12 ROSE (L) 3.4 EDP SP",N/A,4,"Cosmo; United; Classic; Perfume Price",27.4,31.60
547,8052464893324,"SIGNORINA LIBERA - Ferragamo -  EAU DE PARFUM 3.4 oz  SPRAY Women",N/A,4,"Aairie; PWW; Perfume Center; Perfume Price",27.5,31.29
548,6295199800492,"ARMAF ODYSSEY CANDEE SPECIAL EDITION (W) EDP 200 ml AE",ARMAF,4,"Nandansons; PWW; Perfume Center; Perfume Price",27.5,32.90
549,614514204016,"RASASI LA YUQAWAM ( W ) EDP SP 2.5 OZ",N/A,4,"PWW; United; French; Perfume Center",27.5,32.59
550,887167095915,"Est�e Lauder Spellbound Eau de Parfum 50ml",N/A,4,"Cosmo; PWW; Classic; Perfume Center",27.75,31.69
551,608940569467,"Set-Paris Hilton M 4pc. Set 3.4 edt spr/3.0 shower gel/ 2.75 deo/ .25 mini",N/A,4,"PWW; United; Classic; Perfume Price",28,30.08
552,8057971180943,"Dolce & Gabbana The One EDT for Men | 3.3 oz / 100 ml - SPR - Tester",Dolce & Gabbana,4,"Aairie; Cosmo; Classic; Luxury",28.5,33.25
553,3274878122554,"Givenchy Amarige EDT for Women | 1.7 oz / 50 ml",Givenchy,4,"Cosmo; PWW; Classic; Haz",28.5,31.26
554,6291100130467,"Al Haramain Amber Oud Carbon Edition Eau De Parfum 60ml",Victoria's Secret,4,"United; BS; Classic; Perfume Price",28.5,32.13
555,3349668576128,"Paco Rabanne Black Xs Eau de Toilette 50ml",N/A,4,"Nandansons; BS; French; Perfume Center",29,30.50
556,8011003869404,"Versace 5 Pc. Gift Set for Unisex | Bright Crystal EDT 0.17oz + Eau Fraiche EDT 0.17oz + Pour Homme  EDT 0.17oz + Eros EDT 0.17oz + Dylan Turquoise EDT 0.17oz",Versace,4,"Nandansons; PWW; Classic; Perfume Price",29,33.33
557,3274872395497,"GIVENCHY PI (M) EDT SP 1.7oz",N/A,4,"PWW; BS; Classic; Perfume Center",29.25,33.29
558,3614227728820,"TIFFANY&LOVE FOR HIM(M) 1.7EDT",LANCOME,4,"Aairie; PWW; Classic; Perfume Price",29.5,33.75
559,6291106814965,"AL HARAMAIN MIRACLE DUBAI(W)EXTRAIT DE PARFUM SP 3.33oz(LI FREE)                                     ",N/A,4,"PWW; Classic; Perfume Center; Perfume Price",29.5,33.19
560,3137370207016,"Nina Ricci L'Air Du Temps EDT for Women | 3.3 oz / 100 ml",Nina Ricci,4,"United; Classic; Perfume Center; Perfume Price",29.75,32.05
561,6291100133444,"AL HARAMAIN AMBER OUD PRIVATE EDITION EDP SP 2oz",N/A,4,"Aairie; United; BS; Fragrance Depot",30,36.50
562,3386460032681,"Mont Blanc Legend EDT for Men | 3.3 oz / 100 ml",Mont Blanc,4,"Cosmo; Nandansons; United; BS",30,31.63
563,737052766775,"Hugo Boss Boss Bottled Unlimited EDT for Men | 3.3 oz / 100 ml",Hugo Boss,4,"PWW; Haz; Perfume Center; Perfume Price",30.4,32.88
564,3386460135337,"JIMMY CHOO "ICE" 6.7 OZ EDT SPR [M]",N/A,4,"Cosmo; United; Classic; Perfume Price",30.5,31.90
565,6291106814811,"AL HARAMAIN AMBER OUD GOLD 999.9(U)EXTRAIT DE PARFUM SP 2.53oz(LI FREE)(WITH ATOMIZER)               ",N/A,4,"Aairie; PWW; United; Perfume Center",31,34.23
566,737052413174,"Eau De Lacoste L.12.12 Blanc EDT for Men | 3.3 oz / 100 ml",Lacoste,4,"PWW; Network; United; French",31,34.25
567,6294015165029,"ARMAF CLUB KEY LOVE 3.4oz SPR",N/A,4,"PWW; Classic; French; Fragrance Depot",31,38.96
568,8011003818129,"VERSACE Bright Crystal Absolu Wom EDP TST (90ml)",N/A,4,"Cosmo; Network; Classic; Perfume Price",31.25,33.44
569,8411061954966,"Carolina Herrera Chic EDT for Men | 3.4 oz / 100 ml",Carolina Herrera,4,"Nandansons; United; Perfume Center; Classic",31.25,33.19
570,3386460139052,"MONT BLANC LEGEND (M) SET EDT 100 ml + EDT 7.5 ml + ALL OVER SHOWER GEL 100 ml FR",N/A,4,"Aairie; BS; Classic; French",31.5,33.20
571,3386460118125,"MB LEGEND (M) EDP SP 3.4oz",N/A,4,"Cosmo; Nandansons; United; Classic",32,33.23
572,3423478806054,"Narciso Rodriguez Bleu Noir EDT for Men | 3.3 oz / 100 ml",Narciso Rodriguez,4,"Nandansons; United; BS; Classic",33,34.30
573,3616303465223,"GUCCI MINI 4PC SETS X 5ML (2 X BLOOM 5ML, 2 FLORA GORGEOUS GARDENIA 5ML) (W)",N/A,4,"Aairie; Nandansons; PWW; Haz",33.25,36.88
574,3423470890013,"Narciso Rodriguez EDT for Women | 1.6 oz / 50 ml",Narciso Rodriguez,4,"Cosmo; PWW; BS; Classic",33.41,36.07
575,3386460139199,"MONT BLANC "EXPLORER PLATINUM" 3PCS SET 3.3 OZ EDP SPR +3.3 S/G + 7.5 ML [MSET]",N/A,4,"Aairie; United; BS; Classic",33.5,37.13
576,6291100130122,"AL HARAMAIN "AMBER OUD GOLD" 3.3 OZ EDP SPR [M]",Victoria's Secret,4,"PWW; United; Classic; Perfume Price",33.5,36.56
577,3616305265289,"Hugo Boss Hugo Man 3PC Gift Set for Men",Hugo Boss,4,"Classic; Haz; French; Perfume Price",33.5,34.40
578,3614272872370,"Viktor & Rolf Flowerbomb Dew Eau de Parfum 50ml",MJ,4,"Cosmo; BS; Classic; French",33.99,43.70
579,8057971183722,"Dolce & Gabbana Devotion Eau De Parfum for Women | 1.7 oz / 50 ml - Spray",Dolce & Gabbana,4,"Aairie; Nandansons; BS; Classic",34,38.13
580,3614273521345,"Azzaro The Most Wanted 1.6 EDP Intense Sp Men",N/A,4,"Acme; Cosmo; Classic; Haz",34,35.30
581,6294015181913,"ARMAF CLUB DE NUIT PRECIEUX I 1.85 EXTRAIT DE PARFUM",N/A,4,"Nandansons; United; Classic; Luxury",34,41.81
582,812256029724,"Ariana Grande Ari 3 Pc. Gift Set for Women | EDP SPR 3.4 oz + S/G 3.4 oz + B/L 3.4 oz",Ariana Grande,4,"PWW; Network; Classic; Perfume Price",34,37.00
583,3423473005353,"D&G DOLCE SHINE (L) 2.5OZ EDP SP",N/A,4,"United; BS; French; Perfume Price",34,38.13
584,737052972305,"THE SCENT 3.4 EDT M",N/A,4,"Aairie; PWW; Network; Classic",34.5,38.00
585,6291106814859,"AL HARAMAIN AMBER OUD AQUA DUBAI (U) EXTRAIT DE PARFUM 75ML",N/A,4,"PWW; United; Classic; Perfume Price",34.5,36.44
586,3614226905994,"MY BURBERRY(L) 1.7OZ EDP",N/A,4,"Cosmo; BS; Haz; Perfume Price",34.75,37.08
587,3423473053859,"Narciso Rodriguez Ambree Eau de Parfum 50ml",N/A,4,"Aairie; Cosmo; French; Perfume Price",35,38.21
588,3614273478748,"Prada Luna Rossa Eau De Toilette for Men | 1.6 oz / 50 ml - Spray",Prada,4,"Acme; Cosmo; Nandansons; Classic",35,38.77
589,98691047718,"Juicy Couture Viva La Juicy EDP for Women | 3.4 oz / 100 ml",Juicy Couture,4,"Cosmo; Nandansons; PWW; Classic",35,36.14
590,8018365500037,"Gianni Versace Versace Man Eau Fraiche EDT for Men | 3.4 oz / 100 ml",Versace,4,"Nandansons; Network; Classic; Perfume Price",36,36.75
591,6294015171112,"ARMAF CLUB DE NUIT MILESTONE EDP SP 6.7oz",N/A,4,"PWW; BS; French; Perfume Price",36,39.44
592,8054754400595,"Dolce & Gabbana K 3.3 EDT Sp 3PC Men Set (Hard Box)",N/A,4,"PWW; BS; Perfume Price; Luxury",36,47.11
593,3614229823776,"Hugo Boss Hugo EDT for Men | 6.7 oz / 200 ml",Hugo Boss,4,"PWW; United; Classic; Perfume Price",36.5,37.65
594,6291106814910,"AL HARAMAIN AMBER OUD NIGHT DUBAI UNISEX 3.4 OZ EXTRAIT DE PARFUM",N/A,4,"PWW; Nandansons; Network; United",36.5,38.63
595,3274872420625,"KENZO Amour For Women 3.4 oz EDP Spray",N/A,4,"Aairie; Classic; Haz; Perfume Price",37,38.38
596,850050062059,"BHARARA NICHE FEMME ( W ) EDP SP 3.4 OZ",N/A,4,"Aairie; Nandansons; PWW; French",37,39.07
597,812256028611,"Ariana Grande Cloud Intens 3.4 edp spr",N/A,4,"Nandansons; United; Classic; Perfume Price",37,38.00
598,3614272732230,"Valentino Uomo  Eau De Toilette for Men | 1.7 oz / 50 ml - Spray",Valentino,4,"Cosmo; Nandansons; Classic; Perfume Price",37.5,38.95
599,810101501227,"ARIANA GRANDE MOD VANILLA EDP SP 3.4oz",N/A,4,"United; Classic; Perfume Price; Luxury",37.5,42.50
600,3349668630820,"PACO RABANNE MINIATURES MASCULINE ONE MILLION EDT 5ML + OM ELIXIR 5 ML + INVICTUS 5 ML + PHANTOM 5ML",N/A,4,"Aairie; Nandansons; Classic; Perfume Price",38,38.75
601,3607342686229,"Calvin Klein Euphoria Eau De Parfum for Women | 5.4 oz / 160 ml - Spray",Calvin Klein,4,"Aairie; Cosmo; Network; Classic",38,40.31
602,8011003893867,"Moschino Toy 2 Pearl 4pc Set (3.4EDPS,3.4BL,3.4SG,.34EDPS)",N/A,4,"Aairie; United; Haz; Perfume Price",38,43.00
603,8011003825745,"Gianni Versace Versace Dylan Blue Eau De Toilette for Men | 3.4 oz / 100 ml - Spray",Gianni Versace,4,"Acme; Cosmo; Nandansons; Perfume Price",38,39.25
604,3386460119269,"JIMMY CHOO I WANT CHOO (L) EDP 60 ml ",Dolce & Gabbana,4,"Nandansons; BS; Classic; Fragrance Depot",38,41.00
605,3386460147378,"Coach New York Green 3PC Men Set (Hard Box)",N/A,4,"Nandansons; Classic; Haz; Luxury",38,45.60
606,8057971180318,"Dolce & Gabbana Light Blue EDT for Women | 3.3 oz / 100 ml",Dolce & Gabbana,4,"Nandansons; Network; United; Luxury",38,42.20
607,3614229828535,"HUGO BOSS Boss Bottled For  Men 3.4oz Edp** Spray.",N/A,4,"Cosmo; PWW; United; Classic",38.25,42.24
608,3349668576111,"Paco Rabanne Black XS Eau De Toilette for Men | 3.4 oz / 100 ml - Spray - New Packaging",Paco Rabanne,4,"Cosmo; Nandansons; Classic; Perfume Price",38.35,39.46
609,6291100133451,"AMBER OUD PRIVATE EDITION..120ML EDP SPRAY (U)",N/A,4,"Aairie; United; Perfume Price; Fragrance Depot",39.5,45.63
610,3614273544955,"PRADA LUNA SPORT 1.7 M",N/A,4,"Acme; Cosmo; Nandansons; Classic",40,41.13
611,3274872487383,"GIVENCHY GENTLEMAN ONLY(M)EDT SP 3.3oz(NEW PACK)                                                     ",N/A,4,"PWW; Network; United; Luxury",40,44.92
612,810101502798,"ARIANA GRANDE [W] CLOUD PINK 3.4 Oz EDP SPR [PINK]",N/A,4,"Aairie; United; Classic; Perfume Price",41,41.56
613,3616303461881,"Marc Jacobs Perfect W 3.4 edt spr",N/A,4,"Acme; United; Haz; Perfume Price",41,43.05
614,3349668588718,"Paco Rabanne Olymp�a Blossom Eau De Parfum 80ml",N/A,4,"Cosmo; BS; Classic; Haz",41,44.90
615,3346130493594,"Herm�s Eau D'orange Verte Eau De Cologne 100ml",CHRISTIAN DIOR,4,"Aairie; Cosmo; BS; Fragrance Depot",41.5,45.36
616,8057971180448,"D&G INTENSO POUR HOMME EDP SP 4.2oz",N/A,4,"Acme; BS; Classic; Perfume Price",42,42.60
617,8057971188291,"D&G DEVOTION INTENSE 3.4OZ EDP WOMEN",N/A,4,"Aairie; BS; Classic; Luxury",44,53.88
618,8057971180400,"Dolce & Gabbana Pour Femme EDP for Women | 3.3 oz / 100 ml - SPR",Dolce & Gabbana,4,"Aairie; Classic; French; Perfume Price",44,46.10
619,3274872369412,"Givenchy Very Irresistible EDT for Women | 2.5 oz / 75 ml - SPR",Givenchy,4,"Aairie; Nandansons; Classic; Perfume Price",44.5,46.60
620,8054754401059,"Dolce & Gabbana Devotion For Men Edp Spray 100 ml",N/A,4,"Nandansons; BS; Haz; Perfume Price",44.75,50.25
621,8057971186655,"D&G The Only One Intense Wom EDP (100ml)",N/A,4,"Acme; BS; Luxury; Fragrance Depot",45,51.80
622,8011003818112,"Gianni Versace Versace Bright Crystal Absolu EDP for Women | 3 oz / 90 ml - SPR",Gianni Versace,4,"Cosmo; Network; Classic; Perfume Price",45,46.06
623,850050062219,"BHARARA VIKING RIO ( M ) PARFUM SP 3.4 OZ",N/A,4,"Aairie; Classic; Perfume Price; Fragrance Depot",45.5,50.13
624,3605522041486,"Giorgio Armani Because It's You 3.4 edp spr",N/A,4,"BS; Classic; Luxury; Fragrance Depot",45.5,57.38
625,8011003845354,"Gianni Versace Versace Eros Flame Eau De Parfum for Men | 3.4 oz / 100 ml - Spray",Gianni Versace,4,"Classic; Haz; Perfume Price; Fragrance Depot",45.5,47.63
626,31655513034,"Marc Jacobs Daisy EDT for Women | 3.4 oz / 100 ml",N/A,4,"Nandansons; Classic; Perfume Price; Fragrance Depot",46,49.60
627,3346470143241,"GUERLAIN INSOLENCE EDT 75ML",N/A,4,"Nandansons; Haz; Perfume Price; Fragrance Depot",46,54.10
628,8011003803132,"Gianni Versace Versace Man Eau Fraiche EDT for Men | 6.7 oz / 200 ml - SPR",Gianni Versace,4,"Nandansons; BS; Perfume Price; Fragrance Depot",46,47.88
629,3147758029383,"Lancome Miracle EDP for Women | 3.4 oz / 100 ml",Lanc�me,4,"Cosmo; United; BS; Fragrance Depot",46.75,52.69
630,8054754400762,"Dolce & Gabbana The One 3PC Gift Set For Men",N/A,4,"Aairie; BS; Haz; Classic",47,48.88
631,8054754405057,"D&G Q PARFUM 3.4oz",N/A,4,"Aairie; Nandansons; BS; Luxury",47,50.63
632,3386460108768,"Jimmy Choo Man Intense 6.7 EDT Sp Men (Window Box)",N/A,4,"Nandansons; Classic; Perfume Price; Fragrance Depot",47,48.50
633,3423478840652,"NARCISO RODRIGUEZ Poudree Wom EDP (90ml)",N/A,4,"Aairie; Cosmo; BS; Perfume Price",48,48.01
634,6291106811568,"ROYAL AMBER - Orientica  - EAU DE PARFUM SPRAY 2.7 oz / 80 ml",N/A,4,"United; Classic; Perfume Price; Luxury",48,54.06
635,860009248694,"JO MILANO [M] GAME OF SPADES "JACKPOT" 3.4 Oz PARFUM SPR [GOLD]",N/A,4,"Aairie; Nandansons; United; Classic",48.5,50.10
636,3614227086227,"Marc Jacobs Perfect 3.4 OZ EDP SP",LANCOME ,4,"Aairie; Haz; Classic; Perfume Price",48.5,48.94
637,3614273711784,"Maison Margiela Replica On A Date Eau de Toilette 100ml",N/A,4,"Haz; Classic; Perfume Price; Fragrance Depot",49,55.63
638,3386460119252,"JIMMY CHOO I WANT CHOO (L) 3.4OZ EDP SP",N/A,4,"Aairie; Nandansons; Classic; Fragrance Depot",49.5,53.50
639,3274872482630,"Givenchy Ange Ou Demon Le Secret 3.3 EDP Sp Women (New UPC)",N/A,4,"Cosmo; Nandansons; United; BS",49.75,51.61
640,8011003832286,"VERSACE Yellow Diamond Wom EDT (200ml)",N/A,4,"Aairie; Nandansons; BS; Classic",50,53.50
641,8057971188123,"DG LIGHT BLUE 6.7 EDT M NEW 2025  (129942)",N/A,4,"United; BS; Haz; Luxury",50,54.63
642,3346132400019,"Hermes Un Jardin Sur Le Toit EDT Unisex | 3.4 oz / 100 ml - SPR",Hermes,4,"Cosmo; Nandansons; French; Fragrance Depot",50.75,58.15
643,850051043033,"JO MILANO [M] GAME OF SPADES "GOLD" 3.4 Oz PARFUM SPR [GOLD]",N/A,4,"Aairie; Nandansons; United; Classic",51,52.80
644,3614272731929,"Valentino Valentina EDP for Women | 2.7 oz / 80 ml",Valentino,4,"Aairie; Acme; Nandansons; Classic",51,54.67
645,8054754400533,"D&G DEVOTION EDP 3.4oz+TS+MINI",N/A,4,"BS; Haz; Classic; Luxury",51.25,59.81
646,3614270659706,"Viktor & Rolf Spicebomb Extreme Eau de Parfum 90ml",N/A,4,"Acme; Haz; Classic; Fragrance Depot",51.5,54.60
647,8011003900022,"VERSACE EROS M 3PCSET 3.4 EDT SPRAY / 5.0 S.GEL / 5ML *DISPLAY BOX*",N/A,4,"United; BS; Haz; Classic",52.5,57.25
648,3614274000566,"PRADA PARADOXE VIRTUAL FLOWER 1.7OZ EDP WOMEN",N/A,4,"Nandansons; Haz; Classic; Fragrance Depot",54,57.20
649,8054754403527,"D&G DEVOTION POUR HOMME EDP SP 3.4oz+10ML",N/A,4,"Aairie; Nandansons; BS; Luxury",55,59.95
650,3432240506306,"Cartier Pasha De Cartier Eau de Toilette 100ml",N/A,4,"Acme; Nandansons; BS; Haz",56,57.80
651,8011003817498,"Gianni Versace Versace Bright Crystal Eau De Toilette for Women | 6.7 oz / 200 ml - Spray",Gianni Versace,4,"Nandansons; BS; Classic; Fragrance Depot",57,59.70
652,8011003846627,"VERSACE Eros Flame Men EDP (200ml)",N/A,4,"Nandansons; BS; Classic; Fragrance Depot",57,59.00
653,8011003891092,"VERSACE Bright Crystal Wom Parfum EDP (90ml)",N/A,4,"BS; Haz; Classic; Fragrance Depot",57,59.38
654,8435415032278,"JPG LE MALE PARFUM 2.5 EDP M (ONLY WITH PURCHASE OF RM)",Bodycology,4,"Aairie; Acme; Haz; Classic",58,60.30
655,3365440358300,"Yves Saint Laurent Parisienne EDP for Women | 3 oz / 90 ml - SPR",Yves Saint Laurent,4,"Aairie; BS; Classic; Fragrance Depot",59.5,62.13
656,3614274024753,"VAL BORN IN ROMA GREEN 1.7 L",AKRO,4,"Aairie; Acme; Haz; Classic",60.5,63.20
657,3614274158113,"VIKTOR & ROLF SPICEBOMB DARK LEATHER 3.0OZ EDP MEN",N/A,4,"Nandansons; Haz; Classic; Fragrance Depot",61,66.00
658,8435137764730,"L'Homme Prada Intense Eau De Parfum for Men | 3.4 oz / 100 ml - Spray",Prada,4,"Acme; Nandansons; Classic; Fragrance Depot",61.75,64.42
659,3365440556386,"Yves Saint Laurent Opium EDT for Women | 3 oz / 90 ml",Yves Saint Laurent,4,"Nandansons; BS; Classic; Fragrance Depot",62,67.30
